,WRaps,SM,WW,WG,ZR,WT,WR,AG,WT_Bio,SG_Bio,LU_Bio,ZR_Bio,WW_Bio,SM_Bio,Wraps_Bio,WG_Bio,PAST,PASE,FRSD,URLD,linE,Nmin,Norg,Pmin,Porg,SQ,BAU,LSH,LSP,OrgCrops_total,N_total,P_total
LU_Bio,0.4916872483887404,-0.36343653591414077,-0.35231496927877876,-0.35857523735542407,0.4978522997797546,0.16458131186873243,-0.3825617942844075,-0.6758649065904785,0.039837723071022506,0.19826673630458902,1.0,-0.3919800446519865,-0.3943893329287772,-0.3919800446519865,-0.4441270170707967,-0.44383412499201597,0.3922917378813376,-0.3878181628410376,-0.42540412063764327,-0.5655658995605328,-0.3478702355478351,0.4999231934425571,0.4834981049685587,-0.4466429327909871,0.4751710163395319,0.6665041135920251,-0.18560706544815986,-0.46972234137689794,0.35133089857018074,-0.3746734086690489,0.495126033709397,0.4780634028819097
ZR_Bio,-0.1933625804576231,-0.1526212377277355,-0.19996787967150226,0.02808959539349398,-0.1983300716821693,0.002400515325093796,0.008967114472214745,0.5142100320300622,-0.47839604462829877,0.8239938906491324,-0.3919800446519865,1.0,0.9999282097803697,1.0,-0.23549564759378133,-0.23706601199757285,-0.0058179296588271095,-0.0009183302331102599,0.4867932633122102,0.7001046057342193,0.055376234107954184,-0.18071699163197832,-0.20225921826977075,0.03543423335519956,-0.2030594119144788,-0.40512265784140333,0.689305883620229,0.03489431314326926,-0.21392856781351013,0.6040370452137276,-0.19003405426186737,-0.33462407162455143
WW_Bio,-0.1996614080902451,-0.14656050709394827,-0.19450631531165427,0.034702438849006055,-0.20363156564284238,-0.005516526041660626,0.015601765501289638,0.5188512869431046,-0.47397435186523473,0.8224335584554238,-0.3943893329287772,0.9999282097803697,1.0,0.9999282097803697,-0.2299930372688235,-0.23165704349838454,-0.01139025845223449,0.004632097392711066,0.48945312131401186,0.7015003012310601,0.062125234721165566,-0.18708447210494336,-0.20835539648000007,0.041493350131411935,-0.20914420097711064,-0.40932763681097284,0.6857510157135401,0.04128528055234454,-0.21981389060592676,0.6082664328089977,-0.19631546080677267,-0.3404611142404699
SM_Bio,-0.1933625804576231,-0.1526212377277355,-0.19996787967150226,0.02808959539349398,-0.1983300716821693,0.002400515325093796,0.008967114472214745,0.5142100320300622,-0.47839604462829877,0.8239938906491324,-0.3919800446519865,1.0,0.9999282097803697,1.0,-0.23549564759378133,-0.23706601199757285,-0.0058179296588271095,-0.0009183302331102599,0.4867932633122102,0.7001046057342193,0.055376234107954184,-0.18071699163197832,-0.20225921826977075,0.03543423335519956,-0.2030594119144788,-0.40512265784140333,0.689305883620229,0.03489431314326926,-0.21392856781351013,0.6040370452137276,-0.19003405426186737,-0.33462407162455143
Wraps_Bio,-0.7883564978070076,0.773712384144398,0.7296028966883078,0.7771238984614979,-0.8915466117136283,-0.47936764538019555,0.8135177066050436,0.7123153314986647,0.8768532214318254,-0.5244306274514439,-0.4441270170707967,-0.23549564759378133,-0.2299930372688235,-0.23549564759378133,1.0,0.9999613038894039,-0.7521211785157405,0.7571823105750825,0.18918220313224296,0.17037484998613123,0.8313227949484016,-0.8206231565256084,-0.7714443046706402,0.7929010870234158,-0.7602133136881228,-0.5988764341009994,-0.4794595564919508,0.862143125815004,-0.7408618441781343,0.5537098131695817,-0.803813848331289,-0.6991632267198051
WG_Bio,-0.7864900493779977,0.7721892598538506,0.728408393606858,0.7750532583452318,-0.8909385276668248,-0.4749630745759106,0.8115980906080398,0.7112799850937257,0.8773156252101372,-0.5259233194646952,-0.44383412499201597,-0.23706601199757285,-0.23165704349838454,-0.23706601199757285,0.9999613038894039,1.0,-0.7508073348779107,0.7559123606282571,0.18752539923836978,0.16954032096581045,0.8293581183547548,-0.8188476264444481,-0.7696651445285441,0.7913470224965681,-0.7583944820430106,-0.5977748826428326,-0.47904409367728007,0.8606169437088428,-0.7391159561435735,0.5522714876416384,-0.8020304359611108,-0.6972028819425005
PAST,0.833164604106224,-0.8198070010464213,-0.7959445028286015,-0.8001678557511182,0.7553096426403763,0.39000067017290824,-0.7741918894607938,-0.6660928403914486,-0.6226395096239142,0.235408408664021,0.3922917378813376,-0.0058179296588271095,-0.01139025845223449,-0.0058179296588271095,-0.7521211785157405,-0.7508073348779107,1.0,-0.9977384553143983,-0.3544923619838444,-0.287465764778545,-0.8058320968536541,0.8427033368222874,0.8854870687708669,-0.8381429979208299,0.8853044468450113,0.7161551391408271,0.39732678977946717,-0.8724208175679449,0.6666775035353419,-0.5757712548598606,0.8629573680309361,0.8856708056396946
PASE,-0.8342449416083261,0.8182701763471117,0.7940229385030543,0.8034785610136114,-0.7584844356833715,-0.39320755400778873,0.7798695958057184,0.6657566909935544,0.6308602255485879,-0.23983006825445774,-0.3878181628410376,-0.0009183302331102599,0.004632097392711066,-0.0009183302331102599,0.7571823105750825,0.7559123606282571,-0.9977384553143983,1.0,0.32482304442172427,0.281098908863111,0.8125344251941192,-0.84489440392989,-0.8839580830926048,0.8376248261942113,-0.8834771485773307,-0.7114181786362008,-0.39963454311021757,0.8738738910384498,-0.6758445547160261,0.576110064021196,-0.863660312375152,-0.8828266922092167
FRSD,-0.35730827851370656,0.15743521670461263,0.10827056602468636,0.23348835806477372,-0.3944588748906043,-0.10302337176473808,0.23503817442707212,0.5170373944883039,-0.023586182197288478,0.2566335028964022,-0.42540412063764327,0.4867932633122102,0.48945312131401186,0.4867932633122102,0.18918220313224296,0.18752539923836978,-0.3544923619838444,0.32482304442172427,1.0,0.5802870297628723,0.23613400767341364,-0.35716172682196606,-0.380643123990474,0.27381496514847903,-0.3784707571908835,-0.44979078549899176,0.22435062249711846,0.29989215631052624,-0.30663747992581336,0.48759556993428693,-0.36789687639755053,-0.44947417527707506
URLD,-0.46343094757046777,0.15408944632412422,0.14436787963468248,0.2511539777456374,-0.48250783607618686,-0.09791152424858955,0.2497059345538076,0.6565301394260645,-0.11555724881973384,0.3975736462964136,-0.5655658995605328,0.7001046057342193,0.7015003012310601,0.7001046057342193,0.17037484998613123,0.16954032096581045,-0.287465764778545,0.281098908863111,0.5802870297628723,1.0,0.2513887884214351,-0.45203443863611503,-0.4731539518269553,0.3675070765228666,-0.47025111986626184,-0.6976805937131929,0.5009283731392067,0.3562994516091251,-0.36238041116159353,0.6223530649136924,-0.4621629109029096,-0.5355899837792145
linE,-0.9424439848797656,0.8464998600013474,0.7777779875880481,0.968018693897805,-0.8760579118215146,-0.596602181146645,0.9762973644792687,0.7708100684822803,0.731605005217583,-0.15524998533092946,-0.3478702355478351,0.055376234107954184,0.062125234721165566,0.055376234107954184,0.8313227949484016,0.8293581183547548,-0.8058320968536541,0.8125344251941192,0.23613400767341364,0.2513887884214351,1.0,-0.955026705377697,-0.914479253850564,0.890200931502762,-0.9102207195424015,-0.6533347238116235,-0.4248040655110527,0.9457645481289293,-0.9364980268693306,0.7270971759754484,-0.9421747456359898,-0.8867266527644259
Nmin,0.9969681763404704,-0.8819098381051323,-0.8354024805150482,-0.9599905840635239,0.9064792271536176,0.5259379537791666,-0.9500141066868161,-0.852564197746566,-0.6394663962223702,0.11535808518379874,0.4999231934425571,-0.18071699163197832,-0.18708447210494336,-0.18071699163197832,-0.8206231565256084,-0.8188476264444481,0.8427033368222874,-0.84489440392989,-0.35716172682196606,-0.45203443863611503,-0.955026705377697,1.0,0.9850185639248251,-0.9580406331624932,0.9820261234216764,0.8262326360392219,0.30545391084101253,-0.9852929793552627,0.8903062312155072,-0.7731545499685428,0.9975922900053337,0.9586795985642996
Norg,0.9887526848841278,-0.8965574495999447,-0.8683815975831587,-0.9327930643225849,0.8670614335766811,0.47503752230800217,-0.9012072613349634,-0.8247447712746158,-0.5934306685486126,0.08229082966668204,0.4834981049685587,-0.20225921826977075,-0.20835539648000007,-0.20225921826977075,-0.7714443046706402,-0.7696651445285441,0.8854870687708669,-0.8839580830926048,-0.380643123990474,-0.4731539518269553,-0.914479253850564,0.9850185639248251,1.0,-0.9698467376971036,0.9997291810359062,0.8708534338188195,0.28515704937856456,-0.9773321063266832,0.8175934501921416,-0.7535943745351579,0.9946064661979026,0.9805437266035595
Pmin,-0.9698847565853963,0.9679134320157576,0.9378201812222071,0.9400403021247228,-0.8095810155759914,-0.4575088188593563,0.896687872983683,0.7231506180056388,0.6379972625458238,-0.23732906304918006,-0.4466429327909871,0.03543423335519956,0.041493350131411935,0.03543423335519956,0.7929010870234158,0.7913470224965681,-0.8381429979208299,0.8376248261942113,0.27381496514847903,0.3675070765228666,0.890200931502762,-0.9580406331624932,-0.9698467376971036,1.0,-0.9712354909347599,-0.8134113995400901,-0.44321878258053093,0.9825927040905935,-0.7443854097628312,0.6212351470011008,-0.9662539667076143,-0.9041365561125716
Porg,0.9873515605579336,-0.900077545099195,-0.8722017940251799,-0.9323855014370562,0.85668796969441,0.47046495004371564,-0.8975339263309728,-0.8153363113568795,-0.5851821174977605,0.07630976127030283,0.4751710163395319,-0.2030594119144788,-0.20914420097711064,-0.2030594119144788,-0.7602133136881228,-0.7583944820430106,0.8853044468450113,-0.8834771485773307,-0.3784707571908835,-0.47025111986626184,-0.9102207195424015,0.9820261234216764,0.9997291810359062,-0.9712354909347599,1.0,0.8691613904261121,0.28997261208894104,-0.9753057840474701,0.8094178203297604,-0.7470259162074603,0.9926977228176068,0.9798651930228227
SQ,0.8327441256294574,-0.6774556381941377,-0.7292380217555634,-0.6696605230896777,0.7513436816221111,0.30906417894754074,-0.6352571856214172,-0.8206191066872887,-0.30669792795393164,-0.021130876320897295,0.6665041135920251,-0.40512265784140333,-0.40932763681097284,-0.40512265784140333,-0.5988764341009994,-0.5977748826428326,0.7161551391408271,-0.7114181786362008,-0.44979078549899176,-0.6976805937131929,-0.6533347238116235,0.8262326360392219,0.8708534338188195,-0.8134113995400901,0.8691613904261121,1.0,-0.12552132156550214,-0.7934139979948328,0.5862965319831905,-0.7021111784470875,0.8471658799233512,0.8774434721721243
BAU,0.3125284662846401,-0.6285829545643126,-0.5221613071195262,-0.48690474768028935,0.1920583187566686,0.22127447719246743,-0.4556367698909375,0.07704359713094601,-0.6311301263252121,0.6200798154510141,-0.18560706544815986,0.689305883620229,0.6857510157135401,0.689305883620229,-0.4794595564919508,-0.47904409367728007,0.39732678977946717,-0.39963454311021757,0.22435062249711846,0.5009283731392067,-0.4248040655110527,0.30545391084101253,0.28515704937856456,-0.44321878258053093,0.28997261208894104,-0.12552132156550214,1.0,-0.43487603153998855,0.21080217066048856,0.13858819929381894,0.2983962547929473,0.14864618297450857
LSH,-0.9840687714537528,0.9416673356103197,0.8985985415910355,0.9638815545358388,-0.8797901313167947,-0.5095304040786274,0.9457773924895977,0.7839569843836225,0.7029414871588154,-0.25211857715519553,-0.46972234137689794,0.03489431314326926,0.04128528055234454,0.03489431314326926,0.862143125815004,0.8606169437088428,-0.8724208175679449,0.8738738910384498,0.29989215631052624,0.3562994516091251,0.9457645481289293,-0.9852929793552627,-0.9773321063266832,0.9825927040905935,-0.9753057840474701,-0.7934139979948328,-0.43487603153998855,1.0,-0.8342708235672732,0.679491389336553,-0.9856554454879742,-0.9260352996279572
LSP,0.8678529594987971,-0.6479270966924788,-0.5694681457466193,-0.8852553961560676,0.8659981417380229,0.5855388814949867,-0.931064157513926,-0.8062559794049046,-0.6299886236793818,-0.011541694131577516,0.35133089857018074,-0.21392856781351013,-0.21981389060592676,-0.21392856781351013,-0.7408618441781343,-0.7391159561435735,0.6666775035353419,-0.6758445547160261,-0.30663747992581336,-0.36238041116159353,-0.9364980268693306,0.8903062312155072,0.8175934501921416,-0.7443854097628312,0.8094178203297604,0.5862965319831905,0.21080217066048856,-0.8342708235672732,1.0,-0.7977535266851845,0.8642846267339489,0.8281268971717188
OrgCrops_total,-0.7574896139254306,0.4479344148397519,0.3603674357386823,0.6391861576536048,-0.8649175706453649,-0.39777042250603806,0.6449028642367126,0.9243404310547904,0.41047386537918523,0.4127903822075049,-0.3746734086690489,0.6040370452137276,0.6082664328089977,0.6040370452137276,0.5537098131695817,0.5522714876416384,-0.5757712548598606,0.576110064021196,0.48759556993428693,0.6223530649136924,0.7270971759754484,-0.7731545499685428,-0.7535943745351579,0.6212351470011008,-0.7470259162074603,-0.7021111784470875,0.13858819929381894,0.679491389336553,-0.7977535266851845,1.0,-0.7680849207794826,-0.8194408403655163
N_total,0.9972704771169768,-0.8909905261847968,-0.8516871006854424,-0.9525253589254161,0.8939059626377935,0.507370366123067,-0.933822435698147,-0.844460286127246,-0.6232658413078567,0.10247710240195067,0.495126033709397,-0.19003405426186737,-0.19631546080677267,-0.19003405426186737,-0.803813848331289,-0.8020304359611108,0.8629573680309361,-0.863660312375152,-0.36789687639755053,-0.4621629109029096,-0.9421747456359898,0.9975922900053337,0.9946064661979026,-0.9662539667076143,0.9926977228176068,0.8471658799233512,0.2983962547929473,-0.9856554454879742,0.8642846267339489,-0.7680849207794826,1.0,0.9709401560823556
P_total,0.9583035654383935,-0.8033669347406109,-0.7785841124429254,-0.8847059212541468,0.858275010076664,0.4605087920559617,-0.8585244586636928,-0.8565510174519104,-0.515001303085471,-0.062079006080694846,0.4780634028819097,-0.33462407162455143,-0.3404611142404699,-0.33462407162455143,-0.6991632267198051,-0.6972028819425005,0.8856708056396946,-0.8828266922092167,-0.44947417527707506,-0.5355899837792145,-0.8867266527644259,0.9586795985642996,0.9805437266035595,-0.9041365561125716,0.9798651930228227,0.8774434721721243,0.14864618297450857,-0.9260352996279572,0.8281268971717188,-0.8194408403655163,0.9709401560823556,1.0
